id,category,subtype,korean_source,analytic_sentence,native_v2_1_sentence,design_notes
SD-LET-001,polite-letter,opening,에미께(격식),에미-디=흐는.,에미디흐는.,FRC+격식 TOP. 편지 수신자 표기에 FRC 직접 활용
SD-LET-002,polite-letter,miss-hon,그립습니다,나 에미 느-그립-닌-디-온.,나 에미 느그립닌디온.,HON+감정
SD-LET-003,polite-letter,well-q,괜찮으십니까?,에미 느-괜찮-닌-디-언.,에미 느괜찮닌디언.,HON+Y/N.Q
SD-LET-004,polite-letter,return,돌아가겠습니다,나 곧 차-돌아가-디-온.,나 곧 차돌아가디온.,FUT+HON
SD-LET-005,polite-letter,closing,너깁니다(격식),나 에미 느-너기-리-디-온.,나 에미 느너기리디온.,HON+IPFV. 격식 편지 말미
SD-NARR-001,polite-narrative,king-speak,왕이 말씀하셨다,왕 머-말-칼-디-온.,왕 머말칼디온.,서사 내 HON. 왕에 대한 존대
SD-NARR-002,polite-narrative,king-order,왕이 '가십시오'라고 말씀하셨다,왕 [가-디-라]=흐고 머-말-칼-디-온.,왕 가디라흐고 머말칼디온.,인용 내 HON+IMP + 격식 QUOT + 서술 HON
SD-NARR-003,polite-narrative,scholar,학자가 '참이십니다'라고 말씀하셨다,알파 [참 느-닐-닌-디-온]=흐고 머-말-칼-디-온.,알파 참 느닐닌디온흐고 머말칼디온.,copula+HON in quote + HON on matrix
SD-MIX-001,register-mix,plain-to-polite,'간다'고 했는데 '갑니다'로 고쳤다,나 [느-가-온]=락 머-말-칼라 [느-가-디-온]=락 되 머-말-온.,나 느가온락 머말칼라 느가디온락 되 머말온.,CONTR. plain vs polite 대비. 메타언어적
SD-MIX-002,register-mix,friend-vs-king,"벗에게는 '간다', 왕에게는 '갑니다'","벗-디 [느-가-온]=락, 왕-디 [느-가-디-온]=흐고.","벗디 느가온락, 왕디 느가디온흐고.",FRC(addressee) 명시 + register 대비. plain =락 vs formal =흐고
E-DRV-001,speech,malpa-von-1,이 사람은 말파ㅸ온이다.,이 사람 말파ㅸ온 느-닐-닌-온.,이 사람 말파ㅸ온 느닐닌온.,simple copular attestation; speaker/source noun
E-DRV-002,speech,malpa-von-2,마을마다 한 말파ㅸ온이 있다.,마을-돈 마다 한 말파ㅸ온 느-있-닌-온.,마을돈 마다 한 말파ㅸ온 느있닌온.,existential attestation; ordinary register
E-DRV-003,speech,malpa-ri-von-1,저 여인은 말파리ㅸ온이다.,저 여인 말파리ㅸ온 느-닐-닌-온.,저 여인 말파리ㅸ온 느닐닌온.,copular attestation; active-source/orator noun
E-DRV-004,speech,malpa-ri-von-2,축제 날에는 말파리ㅸ온이 앞에 선다.,축제 날-테 말파리ㅸ온 앞-테 느-서-리-온.,축제 날테 말파리ㅸ온 앞테 느서리온.,eventive discourse role attestation
E-DRV-005,vision,pona-zun-1,창문 둘 사이에 보나ㅿ은이 열린다.,창문 둘 사이-테 보나ㅿ은 느-열-리-온.,창문 둘 사이테 보나ㅿ은 느열리온.,visual-path noun in spatial frame
E-DRV-006,vision,pona-zun-2,성문 위에서 남쪽까지 긴 보나ㅿ은이 있다.,성문 위-텐 남쪽-레 긴 보나ㅿ은 느-있-닌-온.,성문 위텐 남쪽레 긴 보나ㅿ은 느있닌온.,extended path semantics attested
E-DRV-007,vision,pona-von-1,이 언덕은 좋은 보나ㅸ온이다.,이 언덕 좋은 보나ㅸ온 느-닐-닌-온.,이 언덕 좋은 보나ㅸ온 느닐닌온.,viewpoint/source noun attested
E-DRV-008,vision,pona-von-2,왕은 높은 보나ㅸ온에서 군중을 보았다.,왕 높은 보나ㅸ온-텐 군중 머-보-칼-온.,왕 높은 보나ㅸ온텐 군중 머보칼온.,locational use confirms viewpoint semantics
E-DRV-009,vision,pona-pang-1,북쪽 집은 작은 보나ㅸ앙이다.,북쪽 집 작은 보나ㅸ앙 느-닐-닌-온.,북쪽 집 작은 보나ㅸ앙 느닐닌온.,gallery/archive-like noun; still marked
E-DRV-010,vision,pona-pang-2,화공들은 보나ㅸ앙에 그림을 모았다.,화공-악 그림 보나ㅸ앙-테 머-모-칼-온.,화공악 그림 보나ㅸ앙테 머모칼온.,usable but domain-restricted visual storage noun
E-DRV-011,vision,pona-nul-1,전쟁 뒤 그 장면의 보나눌이 남았다.,전쟁 뒤 그 장면 보나눌 머-남-닌-온.,전쟁 뒤 그 장면 보나눌 머남닌온.,afterimage/residual image semantics
E-DRV-012,vision,pona-nul-2,아이 눈에 보나눌이 오래 남는다.,아이 눈-테 보나눌 느-남-닌-온.,아이 눈테 보나눌 느남닌온.,"marked residue noun, likely peripheral"
E-DRV-013,text,ssuna-von-1,이 두루마리는 쓰나ㅸ온이다.,이 두루마리 쓰나ㅸ온 느-닐-닌-온.,이 두루마리 쓰나ㅸ온 느닐닌온.,source-text noun attested
E-DRV-014,text,ssuna-von-2,수도원은 세 권의 쓰나ㅸ온을 지킨다.,수도원 세 쓰나ㅸ온 느-지키-리-온.,수도원 세 쓰나ㅸ온 느지키리온.,archive/canonical text context
E-DRV-015,text,ssuna-pang-1,산 아래 큰 집은 쓰나ㅸ앙이다.,산 아래 큰 집 쓰나ㅸ앙 느-닐-닌-온.,산 아래 큰 집 쓰나ㅸ앙 느닐닌온.,text repository noun attested
E-DRV-016,text,ssuna-pang-2,서기관들은 새 쓰나ㅸ앙에 문서를 놓았다.,서기관-악 문서 새 쓰나ㅸ앙-테 머-놓-칼-온.,서기관악 문서 새 쓰나ㅸ앙테 머놓칼온.,repository/storage frame
E-DRV-017,text,ssuna-zun-1,이 길은 남문으로 가는 쓰나ㅿ은이다.,이 길 남문-레 가-마 쓰나ㅿ은 느-닐-닌-온.,이 길 남문레 가마 쓰나ㅿ은 느닐닌온.,publication/distribution path noun
E-DRV-018,text,ssuna-zun-2,사신들은 쓰나ㅿ은을 따라 글을 돌렸다.,사신-악 글 쓰나ㅿ은 따라 머-모-칼-온.,사신악 글 쓰나ㅿ은 따라 머모칼온.,channel/distribution semantics
E-DRV-019,text,ssuna-nul-1,불탄 집에서 남은 것은 짧은 쓰나눌뿐이다.,불타-마 집-텐 짧은 쓰나눌만 느-있-닌-온.,불타마 집텐 짧은 쓰나눌만 느있닌온.,record/residual text noun
E-DRV-020,text,ssuna-nul-2,그는 옛 쓰나눌을 다시 모았다.,그-악 옛 쓰나눌 머-모-칼-온.,그악 옛 쓰나눌 머모칼온.,archival residue noun usable in prose
E-DRV-021,growth,kkotnin-von-1,봄비 뒤 가지마다 꽃닌ㅸ온이 있다.,봄비 뒤 가지-돈 꽃닌ㅸ온 느-있-닌-온.,봄비 뒤 가지돈 꽃닌ㅸ온 느있닌온.,latent bloom-source noun attested
E-DRV-022,growth,kkotnin-von-2,정원지기는 꽃닌ㅸ온을 먼저 모았다.,정원지기-악 꽃닌ㅸ온 먼저 머-모-칼-온.,정원지기악 꽃닌ㅸ온 먼저 머모칼온.,horticultural context confirms usability
E-DRV-023,growth,yeol-nul-1,첫 열눌이 가지 끝에 맺혔다.,첫 열눌 가지 끝-테 머-있-닌-온.,첫 열눌 가지 끝테 머있닌온.,fruit-endpoint noun attested
E-DRV-024,growth,yeol-nul-2,아이는 첫 열눌을 바구니에 놓았다.,아이-악 첫 열눌 바구니-테 머-놓-칼-온.,아이악 첫 열눌 바구니테 머놓칼온.,everyday harvest context
E-DRV-025,place,aldon-pang-1,새 건물은 알돈ㅸ앙이다.,새 건물 알돈ㅸ앙 느-닐-닌-온.,새 건물 알돈ㅸ앙 느닐닌온.,compound-school-complex noun; marked overlap with 알돈/알나ㅸ앙
E-DRV-026,place,aldon-pang-2,우리는 알돈ㅸ앙 바깥 마당을 먼저 열었다.,우리-악 알돈ㅸ앙 바깥 마당 먼저 머-열-칼-온.,우리악 알돈ㅸ앙 바깥 마당 먼저 머열칼온.,usable but semantically heavy; retain as candidate
E-DRV-027,social,bilna-1,네 빌나는 짧다.,너 빌나 짧-닌-온.,너 빌나 짧닌온.,request-content noun in admin register
E-DRV-028,social,bilna-2,장로들은 새 빌나를 읽고 답했다.,"장로-악 새 빌나 머-읽-칼-온, 되도 답 머-말-칼-온.","장로악 새 빌나 머읽칼온, 되도 답 머말칼온.",petition/request document noun
E-DRV-029,daily,jina-1,그는 무거운 지나를 내려놓았다.,그-악 무거운 지나 머-놓-칼-온.,그악 무거운 지나 머놓칼온.,load/carry noun in daily register
E-DRV-030,daily,jina-2,비 온 뒤 지나가 젖었다.,비 뒤 지나 머-젖-닌-온.,비 뒤 지나 머젖닌온.,"ordinary object noun, narrative-friendly"
E-DRV-031,mixed,combo-1,젊은 말파ㅸ온이 말포리ㅿ은을 곧 열었다.,젊은 말파ㅸ온 말포리ㅿ은 곧 느-열-칼-온.,젊은 말파ㅸ온 말포리ㅿ은 곧 느열칼온.,candidate integrates with existing canon noun
E-DRV-032,mixed,combo-2,사본은 쓰나ㅸ온이 아니고 오래 남은 쓰나눌일 뿐이다.,"사본 쓰나ㅸ온 알-아 느-몰-닌-온, 오래 쓰나눌만 느-닐-닌-온.","사본 쓰나ㅸ온 알아 느몰닌온, 오래 쓰나눌만 느닐닌온.",source-text vs residual-record contrast
E-DRV-033,mixed,combo-3,"봄 첫날 정원과 기록실과 광장에는 꽃닌ㅸ온, 쓰나ㅸ온, 말파리ㅸ온이 함께 있었다.","봄 첫날 정원-테 꽃닌ㅸ온, 기록실-테 쓰나ㅸ온, 광장-테 말파리ㅸ온 함께 느-있-닌-온.","봄 첫날 정원테 꽃닌ㅸ온, 기록실테 쓰나ㅸ온, 광장테 말파리ㅸ온 함께 느있닌온.",three promoted nouns in coordinated attestation
E-DRV-034,mixed,combo-4,이 언덕의 보나ㅸ온과 저 탑의 보나ㅿ은은 서로 다르다.,이 언덕 보나ㅸ온 과 저 탑 보나ㅿ은 서로 다르-닌-온.,이 언덕 보나ㅸ온 과 저 탑 보나ㅿ은 서로 다르닌온.,visual cluster contrast test
E-DRV-035,mixed,combo-5,문지기는 쓰나ㅿ은을 막고 보나ㅿ은만 열었다.,"문지기-악 쓰나ㅿ은 막-아 머-놓-칼-온, 보나ㅿ은만 느-열-칼-온.","문지기악 쓰나ㅿ은 막아 머놓칼온, 보나ㅿ은만 느열칼온.",text-path vs visual-path contrast
E-DRV-036,mixed,combo-6,낡은 보나ㅸ앙 곁에도 작은 쓰나ㅸ앙이 있다.,낡은 보나ㅸ앙 곁-테 작은 쓰나ㅸ앙 느-있-닌-온.,낡은 보나ㅸ앙 곁테 작은 쓰나ㅸ앙 느있닌온.,retained candidate contrasted with promoted repository noun
F-REG-001,vision,pona-vang-1,이 방 뒤에는 작은 보나ㅸ앙이 있다.,이 방 뒤-테 작은 보나ㅸ앙 느-있-닌-온.,이 방 뒤테 작은 보나ㅸ앙 느있닌온.,plain existential; gallery/archive noun in ordinary locative frame
F-REG-002,vision,pona-vang-2,궁전 서쪽에는 왕의 보나ㅸ앙이 있다.,궁전 서쪽-테 왕 의 보나ㅸ앙 느-있-닌-온.,궁전 서쪽테 왕 의 보나ㅸ앙 느있닌온.,institutional visual-archive use
F-REG-003,vision,pona-vang-3,관리들은 새 보나ㅸ앙 목록을 적었다.,관리-돌 새 보나ㅸ앙 목록 머-쓰-칼-온.,관리돌 새 보나ㅸ앙 목록 머쓰칼온.,administrative register attestation
F-REG-004,vision,pona-vang-4,손님은 보나ㅸ앙에서 옛 그림을 보았다.,손님 보나ㅸ앙-텐 옛 그림 머-보-칼-온.,손님 보나ㅸ앙텐 옛 그림 머보칼온.,source/location use with ordinary transitive verb
F-REG-005,vision,pona-vang-5,보나ㅸ앙 문은 낮에만 열린다.,보나ㅸ앙 문 낮-테만 느-열-리-온.,보나ㅸ앙 문 낮테만 느열리온.,ordinary eventive use; stable lexical noun
F-REG-006,place,aldon-vang-1,북문 밖에는 큰 알돈ㅸ앙이 있다.,북문 밖-테 큰 알돈ㅸ앙 느-있-닌-온.,북문 밖테 큰 알돈ㅸ앙 느있닌온.,campus-complex noun in simple existential frame
F-REG-007,place,aldon-vang-2,새 알돈ㅸ앙 안에는 세 알돈이 있다.,새 알돈ㅸ앙 안-테 세 알돈 느-있-닌-온.,새 알돈ㅸ앙 안테 세 알돈 느있닌온.,internal compositionality confirms complex/campus semantics
F-REG-008,place,aldon-vang-3,학생들은 알돈ㅸ앙 사이 길에서 만난다.,학생-돌 알돈ㅸ앙 사이 길-텐 느-만-리-온.,학생돌 알돈ㅸ앙 사이 길텐 느만리온.,social-institutional ordinary register
F-REG-009,place,aldon-vang-4,왕은 서쪽 알돈ㅸ앙에 새 문을 세웠다.,왕 서쪽 알돈ㅸ앙-레 새 문 머-세우-칼-온.,왕 서쪽 알돈ㅸ앙레 새 문 머세우칼온.,allative/institutional use
F-REG-010,place,aldon-vang-5,이 도시는 남쪽 알돈ㅸ앙으로 유명하다.,이 도시 남쪽 알돈ㅸ앙-은 유명 하-닌-온.,이 도시 남쪽 알돈ㅸ앙은 유명 하닌온.,lexicalized place-cluster use; slightly learned but stable
F-REG-011,vision-marked,pona-nul-1,해 진 뒤에도 눈에 보나눌이 남았다.,해 지-탄 뒤-도 눈-테 보나눌 머-남-칼-온.,해 지탄 뒤도 눈테 보나눌 머남칼온.,afterimage/residue noun; marked but interpretable
F-REG-012,vision-marked,pona-nul-2,밤길에서 횃불 보나눌이 흔들렸다.,밤길-텐 횃불 보나눌 느-흔들-리-온.,밤길텐 횃불 보나눌 느흔들리온.,poetic/marked visual residue
F-REG-013,vision-marked,pona-nul-3,의사는 머리앓이 때 보나눌이 생긴다고 말했다.,의사 머리앓이 때 보나눌 느-생기-리-온 =락 머-말-칼-온.,의사 머리앓이 때 보나눌 느생기리온=락 머말칼온.,clinical-report use helps stabilize semantics but register remains narrow
F-REG-014,vision-marked,pona-nul-4,잠에서 깬 뒤에도 창문 보나눌이 눈에 있었다.,잠-텐 깨-탄 뒤-도 창문 보나눌 눈-테 느-있-닌-온.,잠텐 깨탄 뒤도 창문 보나눌 눈테 느있닌온.,residual image in descriptive prose
F-REG-015,vision-marked,pona-nul-5,나는 아직도 물결 보나눌을 본다.,나 아직도 물결 보나눌 느-보-리-온.,나 아직도 물결 보나눌 느보리온.,marked but usable in lyrical register
SG-BN-001,,,,시의 첫 줄은 보나눌 같아서 눈을 감아도 남았다.,시의 첫 줄은 보나눌 같아서 눈을 감아도 남았다.,
SG-BN-002,,,,불을 끈 뒤에도 벽에는 보나눌이 오래 남았다.,불을 끈 뒤에도 벽에는 보나눌이 오래 남았다.,
SG-BN-003,,,,의사는 강한 빛 뒤에 잠깐 보나눌이 보일 수 있다고 말했다.,의사는 강한 빛 뒤에 잠깐 보나눌이 보일 수 있다고 말했다.,
SG-BN-004,,,,그 장면은 낮이 지나도 마음에 보나눌로 걸려 있었다.,그 장면은 낮이 지나도 마음에 보나눌로 걸려 있었다.,
SG-BN-005,,,,아이들은 번쩍한 유리 뒤에 남는 보나눌을 장난처럼 쫓았다.,아이들은 번쩍한 유리 뒤에 남는 보나눌을 장난처럼 쫓았다.,
SG-BN-006,,,,환자는 눈앞에 푸른 보나눌이 떠다닌다고 진술했다.,환자는 눈앞에 푸른 보나눌이 떠다닌다고 진술했다.,
SG-BN-007,,,,그 이름은 헤어진 뒤에도 내 안에 보나눌처럼 남았다.,그 이름은 헤어진 뒤에도 내 안에 보나눌처럼 남았다.,
SG-BN-008,,,,검사 기록에는 섬광 후 보나눌 지속 시간이 짧다고 적혔다.,검사 기록에는 섬광 후 보나눌 지속 시간이 짧다고 적혔다.,
SG-BN-009,,,,화가는 보나눌을 단순한 잔상보다 더 넓은 감각적 흔적으로 썼다.,화가는 보나눌을 단순한 잔상보다 더 넓은 감각적 흔적으로 썼다.,
SG-BN-010,,,,창문을 닫은 뒤에도 바깥 번개가 보나눌로 남아 방 안을 흔들었다.,창문을 닫은 뒤에도 바깥 번개가 보나눌로 남아 방 안을 흔들었다.,
SH-ADM-001,admin,notice,학교는 새 알돈ㅸ앙 계획을 오늘 공고했다.,The school announced the new campus-complex plan today.,,알돈ㅸ앙=campus-complex in administrative frame
SH-ADM-002,admin,memo,"청원안은 빌나로 먼저 접수하고, 답은 말파ㅸ온으로 남긴다.","Register the petition first as a request-content, and leave the response under the speaker/source field.",,빌나/말파ㅸ온 admin co-occurrence
SH-ADM-003,admin,letter,원무과는 지나가 큰 학생을 위해 짐 보관실을 따로 열었다.,The office opened a separate baggage room for students carrying heavy loads.,,지나 ordinary institutional use
SH-ADM-004,admin,archive,박물관은 오래된 그림을 보나ㅸ앙에 옮겨 두었다.,The museum moved the old paintings into the visual archive.,,보나ㅸ앙 institutional archive use
SH-ADM-005,admin,campus,새 도서관은 알돈ㅸ앙 북쪽 끝에 세워진다.,The new library will be built at the north end of the campus complex.,,알돈ㅸ앙 spatial ordinary admin use
SH-POL-001,polite,frontdesk,"손님, 빌나는 이쪽에 두시고 이름은 여기 적어디온.",Please place your request-content here and write your name here.,,polite service register with 빌나
SH-POL-002,polite,frontdesk,지나가 무거우시면 제가 잠깐 받아디온.,"If your carried load is heavy, I will take it for a moment.",,polite reception with 지나
SH-POL-003,polite,admin,보나ㅸ앙 열람은 오늘만 미리 허락디온.,Access to the visual archive is permitted in advance only for today.,,polite admin with 보나ㅸ앙
SH-POL-004,polite,campus,알돈ㅸ앙 안내도는 문 앞에서 나눠디온.,The campus-complex guide map is distributed at the door.,,polite information desk
SH-POL-005,polite,speech,말파ㅸ온이 비어 있으면 담당 이름을 함께 적어디온.,"If the speaker/source field is blank, please write the 담당 name together.",,form-field use of 말파ㅸ온
SH-DIA-001,dialogue,student,내 지나 좀 들어 줄래? 오늘 책이 너무 많아.,Can you lift my carried load a bit? I have too many books today.,,colloquial dialogue with 지나
SH-DIA-002,dialogue,student,행정실에 빌나 내고 왔어. 이제 답만 기다리면 돼.,I submitted the request-content at the office. Now I only have to wait for the reply.,,natural admin dialogue
SH-DIA-003,dialogue,student,저 끝 건물이 알돈ㅸ앙 새 구역이래.,"That building at the far end is the new campus-complex sector, they say.",,reported campus dialogue
SH-DIA-004,dialogue,student,사진 동아리 방은 사실 작은 보나ㅸ앙 같아.,The photography club room is basically like a small visual archive.,,ordinary metaphorical use
SH-DIA-005,dialogue,staff,이 칸은 말파ㅸ온이야. 누가 말했는지 적는 자리.,This box is the speaker/source field. It's where you write who said it.,,plain explanation
SH-POL-006,polite,reception,빌나가 길면 제가 먼저 요지만 읽어디온.,"If the request-content is long, I will first read only the gist.",,polite service compression
SH-POL-007,polite,guide,지나는 여기 두시고 안으로 들어오디온.,Please leave your carried load here and come inside.,,entry guidance
SH-ADM-006,admin,form,말파ㅸ온 칸에는 발화자나 기록 원천만 적는다.,Write only the speaker or record source in the 말파ㅸ온 field.,,form instruction
SH-ADM-007,admin,storage,큰 지나를 맡기는 곳은 본관 뒤편이다.,The place to deposit large carried loads is behind the main building.,,storage policy
SH-ADM-008,admin,museum,보나ㅸ앙 자료는 허가 없이 복사하지 않는다.,Materials in the visual archive are not copied without permission.,,policy register
SH-DIA-006,dialogue,friends,너 빌나 아직 안 냈어? 마감 오늘이잖아.,You still haven't submitted the request-content? The deadline is today.,,deadline dialogue
SH-DIA-007,dialogue,friends,이 학교는 알돈ㅸ앙이 넓어서 처음 오면 꼭 헤맨다.,This school’s campus-complex is so wide that first-time visitors always get lost.,,ordinary comment
SH-DIA-008,dialogue,friends,전시 끝나면 보나ㅸ앙 정리하러 같이 갈래?,"After the exhibition ends, want to go organize the visual archive together?",,ordinary collaborative use
SH-POL-008,polite,closing,오늘 빌나는 여기까지 받고 내일 다시 열어디온.,We accept request-contents only up to here today and reopen tomorrow.,,closing notice
SI-NAR-001,narrative,campus,"새 학기 첫날, 나는 알돈ㅸ앙 남문 앞에서 길을 잃었다.","On the first day of the new semester, I got lost in front of the south gate of the campus complex.",,ordinary campus narrative
SI-NAR-002,narrative,campus,가방 안에는 알나칼ㅸ온과 메모가 뒤섞여 있었다.,"Inside the bag, the textbook and notes were all mixed together.",,textbook in ordinary narrative
SI-NAR-003,narrative,campus,복도 끝 알나ㅸ앙은 늘 오후가 되면 조용해졌다.,The library at the end of the corridor always grew quiet in the afternoon.,,library ordinary narrative
SI-NAR-004,narrative,campus,나는 알파ㅸ온이 남긴 쪽지를 책 사이에서 늦게 찾았다.,I found the note left by the teacher late between the books.,,teacher/source noun in narrative
SI-NAR-005,narrative,campus,낡은 알나닌ㅸ온 하나가 서가 뒤에 눕듯이 숨어 있었다.,An undeciphered old document lay hidden behind the shelves.,,latent knowledge source in narrative
SI-NAR-006,narrative,speech,복도는 쉬는 시간만 되면 말나ㅿ은으로 가득 찼다.,The corridor filled with discourse flow whenever break time began.,,speech-path ordinary metaphor
SI-NAR-007,narrative,speech,그 애의 말은 늘 말나ㆍ르처럼 되돌아왔다.,That person's words always came back like a refrain.,,repetitive speech
SI-NAR-008,narrative,speech,교실 앞줄은 말포리ㅿ은이 빨라서 뒤쪽보다 먼저 웃었다.,The front rows laughed first because the live conversation channel moved faster there.,,recipient-path narrative stretch
SI-NAR-009,narrative,weather,비 그친 뒤 운동장 위로 불ㅿ은이 낮게 남았다.,"After the rain stopped, smoke stayed low above the field.",,smoke in ordinary scenery
SI-NAR-010,narrative,weather,동쪽 담장 너머로 빛ㅿ은이 길게 눕고 있었다.,A long ray of light lay stretched beyond the eastern wall.,,light-path in scenery
SI-NAR-011,narrative,nature,밤새 물리ㆍ르 소리가 창문 밑을 지나갔다.,The sound of running watercourse passed beneath the window all night.,,watercourse ordinary setting
SI-NAR-012,narrative,nature,작은 물ㅸ앙 가장자리에는 검은 잎이 둥글게 모였다.,Black leaves gathered in a circle at the edge of the small pond.,,pool ordinary narrative
SI-NAR-013,narrative,nature,아이들은 물눌에 돌을 던지며 깊이를 가늠했다.,The children threw stones into the water sink and guessed its depth.,,water sink ordinary narrative
SI-NAR-014,narrative,garden,마당 끝 자라돈에서는 봄마다 냄새가 먼저 올랐다.,"From the growing ground at the end of the yard, the smell of spring always arrived first.",,field/growing ground
SI-NAR-015,narrative,garden,꽃닌ㅸ온은 아직 닫혀 있었지만 줄기는 단단했다.,"The flower bud was still closed, but the stem was firm.",,latent bloom source
SI-NAR-016,narrative,garden,며칠 뒤 첫 열눌이 가지 밑으로 고개를 내밀었다.,A few days later the first ripe fruit peeked out beneath the branch.,,fruiting endpoint
SI-NAR-017,narrative,kitchen,저녁이 가까워지자 끓이돈에서 국 냄새가 퍼졌다.,"As evening approached, the smell of soup spread from the kitchen.",,kitchen ordinary narrative
SI-NAR-018,narrative,kitchen,식당 문 앞 먹돈 표지는 햇빛에 조금 바랬다.,The dining-place sign in front of the cafeteria door had faded a little in the sun.,,eating place
SI-NAR-019,narrative,repair,고치돈 앞 의자에는 오래 기다린 사람이 셋 있었다.,There were three people on the chairs in front of the fixing place who had been waiting a long time.,,hospital/repair place
SI-NAR-020,narrative,aid,비가 쏟아질 때 처음 건네진 것은 우산이 아니라 돕나였다.,"When the rain poured down, what was first offered was not an umbrella but help.",,aid-content
SI-NAR-021,narrative,document,그는 빌나를 세 번이나 고쳐 쓴 뒤에야 봉투를 닫았다.,Only after rewriting the request-content three times did he seal the envelope.,,petition/request narrative
SI-NAR-022,narrative,travel,지나가 무거워질수록 어깨는 한쪽으로 더 기울었다.,"The heavier the carried load became, the more the shoulders tilted to one side.",,carried load narrative
SI-NAR-023,narrative,archive,전시가 끝난 밤 우리는 보나ㅸ앙 문을 마지막으로 잠갔다.,"On the night the exhibition ended, we locked the visual archive door for the last time.",,archive ordinary narrative
SI-NAR-024,narrative,archive,사진 몇 장은 쓰나ㅸ앙보다 보나ㅸ앙에 두는 편이 맞았다.,A few photographs belonged more in the visual archive than in the document repository.,,contrast text/image archives
SI-NAR-025,narrative,text,오래된 편지는 쓰나눌로만 남아 있었고 원본은 사라졌다.,"The old letter remained only as a written residue, and the original was gone.",,written residue
SI-NAR-026,narrative,text,학회 뒤풀이 후 책상 위에는 쓰나ㅿ은만 복잡하게 남았다.,"After the workshop dinner, only the publication/distribution channels remained tangled across the desk.",,publication channel narrative
SI-NAR-027,narrative,speech,그 노인은 말파리ㅸ온처럼 방 안의 공기를 먼저 끌어당겼다.,"The old man drew in the air of the room first, like an active speaker.",,active source metaphor
SI-NAR-028,narrative,speech,그녀는 말포 쪽을 보지 않고도 무슨 질문이 올지 알았다.,She knew what question would come without even looking toward the addressee side.,,recipient noun
SI-NAR-029,narrative,study,알나ㅿ은이 막힌 날이면 수업은 자꾸 멈췄다.,"On days when the education/course path got blocked, the class kept stalling.",,education path
SI-NAR-030,narrative,life,삶ㆍ르는 멀리 있는 말이 아니라 부엌과 복도에서 먼저 느껴졌다.,"The life cycle was felt first in the kitchen and corridor, not as some distant phrase.",,life cycle ordinary narrative
SI-SVC-001,service_dialogue,desk,"손님, 빌나는 이쪽에 내시고 지나는 의자 옆에 두세요.",Please submit your request-content here and place your carried load beside the chair.,,service pairing 빌나/지나
SI-SVC-002,service_dialogue,desk,알돈ㅸ앙 안내도는 접수대 오른쪽에 있습니다.,The campus-complex map is on the right side of the front desk.,,service information
SI-SVC-003,service_dialogue,desk,말파ㅸ온 칸에는 발화자 이름만 적으시면 됩니다.,"In the speaker/source field, you only need to write the speaker's name.",,form guidance
SI-SVC-004,service_dialogue,desk,보나ㅸ앙 열람 예약은 오늘 오후까지만 받습니다.,We accept reservations for visual archive access only until this afternoon.,,archive service notice
SI-SVC-005,service_dialogue,desk,쓰나ㅸ온은 원본 확인 후 바로 돌려드립니다.,We return the source text immediately after verifying the original.,,source text service dialogue
SI-SVC-006,service_dialogue,desk,알나칼ㅸ온 대출은 학생증이 있어야 가능합니다.,Textbook checkout is possible only if you have a student ID.,,textbook service policy
SI-SVC-007,service_dialogue,desk,알나ㅸ앙 안에서는 말나ㆍ르가 너무 커지지 않게 조용히 해 주세요.,Please keep quiet in the library so the repeated talk does not grow too loud.,,library admonition
SI-SVC-008,service_dialogue,desk,지나가 크면 보관표를 따로 발급해 드립니다.,"If the carried load is large, we issue a separate storage tag.",,service storage
SI-SVC-009,service_dialogue,desk,고치돈 접수는 저 복도 끝 창구에서 합니다.,Registration for the fixing place is done at the counter at the end of that corridor.,,repair/hospital desk
SI-SVC-010,service_dialogue,desk,먹돈 이용 시간은 게시판 아래에 적혀 있습니다.,The dining-place hours are written below the bulletin board.,,cafeteria info
SI-SVC-011,service_dialogue,guide,꽃닌ㅸ온 구역은 손으로 만지지 말아 주세요.,Please do not touch the flower-bud area with your hands.,,garden notice
SI-SVC-012,service_dialogue,guide,열눌 채집은 허가된 시간에만 가능합니다.,Collection of ripe fruit is possible only during authorized hours.,,garden service rule
SI-SVC-013,service_dialogue,guide,물ㅸ앙 주변은 미끄러우니 천천히 걸어 주세요.,"The area around the pond is slippery, so please walk slowly.",,pond warning
SI-SVC-014,service_dialogue,guide,물리ㆍ르 소리가 큰 날에는 아래 길을 막습니다.,"On days when the running-watercourse is loud, we block the lower path.",,weather/safety
SI-SVC-015,service_dialogue,guide,불ㅿ은이 짙을 때는 동쪽 문을 잠시 닫습니다.,"When the smoke becomes thick, we close the east gate temporarily.",,smoke safety
SI-SVC-016,service_dialogue,guide,빛ㅿ은이 강한 시간에는 전시실 커튼을 내립니다.,"At hours when the light path is strong, we lower the gallery curtains.",,light management
SI-SVC-017,service_dialogue,office,알파ㅸ온 면담 신청은 빌나로 먼저 남겨 주세요.,Please leave the request for meeting the teacher first as a request-content.,,teacher interview admin
SI-SVC-018,service_dialogue,office,알나닌ㅸ온 열람은 감독자 동의가 있어야 합니다.,Viewing undeciphered documents requires supervisor consent.,,restricted document
SI-SVC-019,service_dialogue,office,쓰나눌 복사본은 하루 뒤에 찾아가실 수 있습니다.,You can pick up the copies of the archival record the next day.,,written residue service
